id,permalink,userUrl,author_name,fullname,avatar,verified,text,html,isRetweet,retweetedBy,replyingTo,relativeTime,displayTime,createdAt,images,links,comments,retweets,likes,Views,bank_ext,post,posttype,Sentiment,uae_time,ddmmyyyy
2035879255176093818,https://x.com/ShagilShams/status/2035879255176093818,https://x.com/ShagilShams,ShagilShams,Shagil Shams,https://pbs.twimg.com/profile_images/1618258890503901184/GcGIQNmE_bigger.jpg,,"@EmiratesNBD_AE Hi Team , 

I'm in India , Unable to transfer money to myself. Payment getting declined . 
Please check .","<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> Hi Team , 

I&#39;m in India , Unable to transfer money to myself. Payment getting declined . 
Please check .",False,,,6h,"Mar 23, 2026 · 12:40 AM UTC",2026-03-23 00:40:00+00:00,,['https://x.com/EmiratesNBD_AE'],1,0,0,10,ENBD,"Hi Team, 

I'm in India and unable to transfer money to myself. The payment is getting declined. Please check.",Cust,Neutral,2026-03-23 04:40:00+04:00,23-03-2026
2035752651795861698,https://x.com/koko_isa8/status/2035752651795861698,https://x.com/koko_isa8,koko_isa8,κoκo мadeмöıseιιe⁸ 💅🏽,https://pbs.twimg.com/profile_images/2035262775103242240/J6m7iJmF_bigger.jpg,,@EmiratesNBD_AE @AppleSupport i have been struggling with my apple wallet for 4 months now. Since i changed from iphone14 to 17. I cannot add my cards (contact issuer) i have spoken to both of you & the problem has not been resolved yet. All steps were done from both sides too!,"<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> <a href=""/AppleSupport"" title=""Apple Support"">@AppleSupport</a> i have been struggling with my apple wallet for 4 months now. Since i changed from iphone14 to 17. I cannot add my cards (contact issuer) i have spoken to both of you &amp; the problem has not been resolved yet. All steps were done from both sides too!",False,,,15h,"Mar 22, 2026 · 4:17 PM UTC",2026-03-22 16:17:00+00:00,,"['https://x.com/EmiratesNBD_AE', 'https://x.com/AppleSupport']",1,0,0,27,ENBD,"I have been struggling with my Apple Wallet for 4 months now. Since I changed from iPhone 14 to 17, I cannot add my cards (contact issuer). I have spoken to both of you, and the problem has not been resolved yet. All steps were done from both sides too!",Cust,Neutral,2026-03-22 20:17:00+04:00,22-03-2026
2035741438630117821,https://x.com/HashemTakriti/status/2035741438630117821,https://x.com/HashemTakriti,HashemTakriti,Hashem Takriti,https://pbs.twimg.com/profile_images/1081667250761990144/23AHZt15_bigger.jpg,,"Thanks, I’ve sent already and waiting for the response.","Thanks, I’ve sent already and waiting for the response.",False,,['EmiratesNBD_AE'],16h,"Mar 22, 2026 · 3:32 PM UTC",2026-03-22 15:32:00+00:00,,,0,0,0,6,ENBD,"Thank you, I have already sent it and am waiting for a response.",Cust,Neutral,2026-03-22 19:32:00+04:00,22-03-2026
2035716232872399173,https://x.com/Sosomostafa729S/status/2035716232872399173,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @Salma2232019 @semeet @SelmaRomola,"Exchanger volunteer program <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:52 PM UTC",2026-03-22 13:52:00+00:00,,"['https://x.com/Salma2232019', 'https://x.com/semeet', 'https://x.com/SelmaRomola']",0,0,0,5,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-22 17:52:00+04:00,22-03-2026
2035716104497369325,https://x.com/Sosomostafa729S/status/2035716104497369325,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @Emy191990 @ibushra_03 @parulghalout,"Exchanger volunteer program <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:51 PM UTC",2026-03-22 13:51:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/ibushra_03', 'https://x.com/parulghalout']",0,0,0,5,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-22 17:51:00+04:00,22-03-2026
2035715949375152148,https://x.com/Sosomostafa729S/status/2035715949375152148,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,FINEELL ( Financial Well-being program) with Emirates NBD @SelmaRomola @semeet @parulghalout,"FINEELL ( Financial Well-being program) with Emirates NBD <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:51 PM UTC",2026-03-22 13:51:00+00:00,,"['https://x.com/SelmaRomola', 'https://x.com/semeet', 'https://x.com/parulghalout']",0,0,0,15,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-22 17:51:00+04:00,22-03-2026
2035715849328435711,https://x.com/Sosomostafa729S/status/2035715849328435711,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,"FINEELL ( Financial Well-being program) with Emirates NBD 
@Emy191990 @zeynp_qas @Salma2232019","FINEELL ( Financial Well-being program) with Emirates NBD 
<a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/zeynp_qas"" title=""zeynab kasem"">@zeynp_qas</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:50 PM UTC",2026-03-22 13:50:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/zeynp_qas', 'https://x.com/Salma2232019']",0,0,0,11,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-22 17:50:00+04:00,22-03-2026
2035715583749357698,https://x.com/Sosomostafa729S/status/2035715583749357698,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @parulghalout @SelmaRomola @semeet,"Via the ENBD X Mobile App. <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:49 PM UTC",2026-03-22 13:49:00+00:00,,"['https://x.com/parulghalout', 'https://x.com/SelmaRomola', 'https://x.com/semeet']",0,0,0,12,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-22 17:49:00+04:00,22-03-2026
2035715466585665903,https://x.com/Sosomostafa729S/status/2035715466585665903,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @Emy191990 @zeynp_qas @Salma2232019,"Via the ENBD X Mobile App. <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/zeynp_qas"" title=""zeynab kasem"">@zeynp_qas</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],17h,"Mar 22, 2026 · 1:49 PM UTC",2026-03-22 13:49:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/zeynp_qas', 'https://x.com/Salma2232019']",0,0,0,11,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-22 17:49:00+04:00,22-03-2026
2035599627253342599,https://x.com/ZahidanMuhamma/status/2035599627253342599,https://x.com/ZahidanMuhamma,ZahidanMuhamma,Muhammad Zahidan,https://pbs.twimg.com/profile_images/1827047486680137728/R86Fb-lT_bigger.jpg,,this bank is crappy I have withdrawal for 300 USD at 5 March but still not receiving my funds and still going on internal validation,this bank is crappy I have withdrawal for 300 USD at 5 March but still not receiving my funds and still going on internal validation,False,,['EmiratesNBD_AE'],Mar 22,"Mar 22, 2026 · 6:09 AM UTC",2026-03-22 06:09:00+00:00,,,1,0,0,11,ENBD,"This bank is terrible. I made a withdrawal of 300 USD on March 5, but I still haven't received my funds, and it's still undergoing internal validation.",Cust,Negative,2026-03-22 10:09:00+04:00,22-03-2026
2035315857136451998,https://x.com/HashemTakriti/status/2035315857136451998,https://x.com/HashemTakriti,HashemTakriti,Hashem Takriti,https://pbs.twimg.com/profile_images/1081667250761990144/23AHZt15_bigger.jpg,,"@EmiratesNBD_AE Frustrated with @EmiratesNBD_AE 😡
I’ve been facing a “trusted device” issue on the app for 3 months, blocking all my online transactions.

After a lot of calls, multiple complaints & requests — still no resolution.

This is unacceptable for a bank of this scale. Urgently need support to fix this ASAP.","<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> Frustrated with <a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> 😡
I’ve been facing a “trusted device” issue on the app for 3 months, blocking all my online transactions.

After a lot of calls, multiple complaints &amp; requests — still no resolution.

This is unacceptable for a bank of this scale. Urgently need support to fix this ASAP.",False,,,Mar 21,"Mar 21, 2026 · 11:21 AM UTC",2026-03-21 11:21:00+00:00,,"['https://x.com/EmiratesNBD_AE', 'https://x.com/EmiratesNBD_AE']",2,0,0,35,ENBD,"Frustrated with Emirates NBD. I’ve been facing a “trusted device” issue on the app for 3 months, blocking all my online transactions. After a lot of calls, multiple complaints and requests — still no resolution. This is unacceptable for a bank of this scale. I urgently need support to fix this as soon as possible.",Cust,Negative,2026-03-21 15:21:00+04:00,21-03-2026
2035229783324598672,https://x.com/Salamah_2022/status/2035229783324598672,https://x.com/Salamah_2022,Salamah_2022,salamah,https://pbs.twimg.com/profile_images/1619540358542622721/g_HWEYG2_bigger.jpg,,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
@basmatamal8888 
@tariqalsheikh76 
 @Rossa5566","To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
<a href=""/basmatamal8888"" title=""بسمةأمل"">@basmatamal8888</a> 
<a href=""/tariqalsheikh76"" title=""Tariq Alsheikh"">@tariqalsheikh76</a> 
 <a href=""/Rossa5566"" title=""zahra"">@Rossa5566</a>",False,,['EmiratesNBD_AE'],Mar 21,"Mar 21, 2026 · 5:39 AM UTC",2026-03-21 05:39:00+00:00,,"['https://x.com/basmatamal8888', 'https://x.com/tariqalsheikh76', 'https://x.com/Rossa5566']",0,0,0,16,ENBD,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app.",Cust,Neutral,2026-03-21 09:39:00+04:00,21-03-2026
2035039768170434782,https://x.com/HarbAlhanini/status/2035039768170434782,https://x.com/HarbAlhanini,HarbAlhanini,Harb Alhanini,https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,,"@EmiratesNBD_AE dear bank can someone call me am trying to call the bank they keep me on hold for 45 minutes everyday the same, in private chat you are not helping I ll share all things in public","<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> dear bank can someone call me am trying to call the bank they keep me on hold for 45 minutes everyday the same, in private chat you are not helping I ll share all things in public",False,,,Mar 20,"Mar 20, 2026 · 5:04 PM UTC",2026-03-20 17:04:00+00:00,,['https://x.com/EmiratesNBD_AE'],0,0,0,7,ENBD,"Dear Emirates NBD, can someone call me? I am trying to reach the bank, but they keep me on hold for 45 minutes every day. In private chat, you are not helping. I will share everything in public.",Cust,Negative,2026-03-20 21:04:00+04:00,20-03-2026
2034813151246688748,https://x.com/marcelraj/status/2034813151246688748,https://x.com/marcelraj,marcelraj,Marcel Raj,https://pbs.twimg.com/profile_images/980770440766517248/keE9mwcw_bigger.jpg,,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X Mobile Banking App

Tagging 
@aneesa70756653
@Muhamma77421918
@farzanaakbar61","To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X Mobile Banking App

Tagging 
<a href=""/aneesa70756653"" title=""anee Muhammad sardaranasg"">@aneesa70756653</a>
<a href=""/Muhamma77421918"" title=""Muhammad Asghar"">@Muhamma77421918</a>
<a href=""/farzanaakbar61"" title=""farzana"">@farzanaakbar61</a>",False,,['EmiratesNBD_AE'],Mar 20,"Mar 20, 2026 · 2:03 AM UTC",2026-03-20 02:03:00+00:00,,"['https://x.com/aneesa70756653', 'https://x.com/Muhamma77421918', 'https://x.com/farzanaakbar61']",0,0,0,33,ENBD,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X Mobile Banking App.",Cust,Neutral,2026-03-20 06:03:00+04:00,20-03-2026
2034801301188727057,https://x.com/3zaab_/status/2034801301188727057,https://x.com/3zaab_,3zaab_,الغلا,https://pbs.twimg.com/profile_images/969624049558151173/6pUtyePL_bigger.jpg,,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
@eabdouli88 @RayaShimaa @mera38649553","To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
<a href=""/eabdouli88"" title=""Ibraheim"">@eabdouli88</a> <a href=""/RayaShimaa"" title=""shimaa Raya"">@RayaShimaa</a> <a href=""/mera38649553"" title=""ميَرا🎻."">@mera38649553</a>",False,,['EmiratesNBD_AE'],Mar 20,"Mar 20, 2026 · 1:16 AM UTC",2026-03-20 01:16:00+00:00,,"['https://x.com/eabdouli88', 'https://x.com/RayaShimaa', 'https://x.com/mera38649553']",0,0,0,23,ENBD,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app.",Cust,Neutral,2026-03-20 05:16:00+04:00,20-03-2026
2034799502868324847,https://x.com/no0offi/status/2034799502868324847,https://x.com/no0offi,no0offi,no0of,https://pbs.twimg.com/profile_images/1076279735724978176/efTBRZXu_bigger.jpg,,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
@llss201 
@ffbvcvv
@W6t1m1rvtOXA9hC","To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
<a href=""/llss201"" title=""´• بآئعة آلورد´•💔"">@llss201</a> 
<a href=""/ffbvcvv"" title=""احساس نجد."">@ffbvcvv</a>
<a href=""/W6t1m1rvtOXA9hC"" title=""رشا"">@W6t1m1rvtOXA9hC</a>",False,,['EmiratesNBD_AE'],Mar 20,"Mar 20, 2026 · 1:09 AM UTC",2026-03-20 01:09:00+00:00,,"['https://x.com/llss201', 'https://x.com/ffbvcvv', 'https://x.com/W6t1m1rvtOXA9hC']",0,0,0,27,ENBD,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app.",Cust,Neutral,2026-03-20 05:09:00+04:00,20-03-2026
2034797822453891284,https://x.com/sh01_00/status/2034797822453891284,https://x.com/sh01_00,sh01_00,K..,https://pbs.twimg.com/profile_images/1373390978250272769/274KJHoj_bigger.jpg,,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
@440amani
@Shooog31235111
@jx4IOJ6N7YTrmEq","To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app. 
<a href=""/440amani"" title=""لـ أماني"">@440amani</a>
<a href=""/Shooog31235111"" title=""Shooog"">@Shooog31235111</a>
<a href=""/jx4IOJ6N7YTrmEq"" title=""Ĵàŵàĥèŕ..🌸✨"">@jx4IOJ6N7YTrmEq</a>",False,,['EmiratesNBD_AE'],Mar 20,"Mar 20, 2026 · 1:03 AM UTC",2026-03-20 01:03:00+00:00,,"['https://x.com/440amani', 'https://x.com/Shooog31235111', 'https://x.com/jx4IOJ6N7YTrmEq']",0,0,0,12,ENBD,"To buy gold and silver through Emirates NBD, the fastest way is using the ENBD X mobile app.",Cust,Neutral,2026-03-20 05:03:00+04:00,20-03-2026
2035469309464719545,https://x.com/acroboatic/status/2035469309464719545,https://x.com/acroboatic,acroboatic,saudaaaas,https://pbs.twimg.com/profile_images/536089004978884608/PVIgXDs5_bigger.jpeg,,"@emiratesislamic 

Kindly resolve this urgently and release my funds immediately","<a href=""/emiratesislamic"" title=""emiratesislamic"">@emiratesislamic</a> 

Kindly resolve this urgently and release my funds immediately",False,,,Mar 21,"Mar 21, 2026 · 9:31 PM UTC",2026-03-21 21:31:00+00:00,,['https://x.com/emiratesislamic'],0,0,0,11,EI,Please resolve this urgently and release my funds immediately.,Cust,Neutral,2026-03-22 01:31:00+04:00,22-03-2026
2035469171564384606,https://x.com/acroboatic/status/2035469171564384606,https://x.com/acroboatic,acroboatic,saudaaaas,https://pbs.twimg.com/profile_images/536089004978884608/PVIgXDs5_bigger.jpeg,,"@emiratesislamic
Hi, I’m extremely disappointed. A declined international transfer has resulted in my funds being put on hold. E&Money has already confirmed they are not holding anything from their side. Why should I wait 14 days to access my own money? This is unacceptable.","<a href=""/emiratesislamic"" title=""emiratesislamic"">@emiratesislamic</a>
Hi, I’m extremely disappointed. A declined international transfer has resulted in my funds being put on hold. E&amp;Money has already confirmed they are not holding anything from their side. Why should I wait 14 days to access my own money? This is unacceptable.",False,,,Mar 21,"Mar 21, 2026 · 9:30 PM UTC",2026-03-21 21:30:00+00:00,,['https://x.com/emiratesislamic'],0,0,0,16,EI,"Hi, I’m extremely disappointed. A declined international transfer has resulted in my funds being put on hold. E&Money has already confirmed they are not holding anything from their side. Why should I wait 14 days to access my own money? This is unacceptable.",Cust,Negative,2026-03-22 01:30:00+04:00,22-03-2026
2034937309435752463,https://x.com/NazeerM61358/status/2034937309435752463,https://x.com/NazeerM61358,NazeerM61358,V.M.Nazeer Basha 🇮🇳,https://pbs.twimg.com/profile_images/1995135750833418240/5Vg5uS1A_bigger.jpg,,Masha Allah world 🌍 the great crown prince 👑 hamdan mohammad al Arab Emirates islamic leadership people armed forces  Home land my god protect eid al fitr wishes in uae,Masha Allah world 🌍 the great crown prince 👑 hamdan mohammad al Arab Emirates islamic leadership people armed forces  Home land my god protect eid al fitr wishes in uae,False,,['HamdanMohammed'],Mar 20,"Mar 20, 2026 · 10:17 AM UTC",2026-03-20 10:17:00+00:00,,,0,0,0,38,EI,"Masha Allah, the world, the great Crown Prince Hamdan Mohammad of the United Arab Emirates, Islamic leadership, people, armed forces, homeland. May my God protect the Eid al-Fitr wishes in the UAE.",Cust,Neutral,2026-03-20 14:17:00+04:00,20-03-2026
2034892902359498836,https://x.com/NazeerM61358/status/2034892902359498836,https://x.com/NazeerM61358,NazeerM61358,V.M.Nazeer Basha 🇮🇳,https://pbs.twimg.com/profile_images/1995135750833418240/5Vg5uS1A_bigger.jpg,,Masha Allah world 🌍 the best poltison leader hamadn bin Zayed Arab Emirates islamic leadership people armed forces my god protect Ramadan eid mubarak in uae,Masha Allah world 🌍 the best poltison leader hamadn bin Zayed Arab Emirates islamic leadership people armed forces my god protect Ramadan eid mubarak in uae,False,,['HamdanBinZayed'],Mar 20,"Mar 20, 2026 · 7:20 AM UTC",2026-03-20 07:20:00+00:00,,,0,0,0,43,EI,"Masha Allah, the world 🌍 has the best politician leader, Hamdan bin Zayed of the Arab Emirates. Islamic leadership, people, armed forces, may God protect. Ramadan, Eid Mubarak in the UAE.",Cust,Neutral,2026-03-20 11:20:00+04:00,20-03-2026
